Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P2UDM30851-P2UDT9105LV)               ,P2UDT9105LV  ,P2UDM30851  ,0.42  ,0.019 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00524 ,0.00181 ,1.12098   ,0.02123 ,0.01366 ,0.04099 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30852-P2ULV32391)                ,P2UDM30852   ,P2ULV32391  ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00355 ,0.00066 ,0.34712   ,0.01094 ,0.00849 ,0.02546 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30854-P2ULV32487)                ,P2UDM30854   ,P2ULV32487  ,0.42  ,0.007 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00181 ,0.00062 ,0.38717   ,0.00733 ,0.00472 ,0.01416 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30852-P2UDM30854)                ,P2UDM30852   ,P2UDM30854  ,0.42  ,0.020 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00531 ,0.00183 ,1.13565   ,0.02151 ,0.01384 ,0.04153 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30852-P2UDT9105LV)               ,P2UDT9105LV  ,P2UDM30852  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00262 ,0.00090 ,0.56020   ,0.01061 ,0.00683 ,0.02049 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30855-P2ULV32371)                ,P2UDM30855   ,P2ULV32371  ,0.42  ,0.006 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00163 ,0.00056 ,0.34888   ,0.00661 ,0.00425 ,0.01276 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30857-P2ULV32495)                ,P2UDM30857   ,P2ULV32495  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00322 ,0.00060 ,0.31498   ,0.00992 ,0.00770 ,0.02310 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30856-P2ULV32494)                ,P2UDM30856   ,P2ULV32494  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00349 ,0.00065 ,0.34136   ,0.01075 ,0.00835 ,0.02504 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30856-P2UDM30857)                ,P2UDM30857   ,P2UDM30856  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00515 ,0.00096 ,0.50350   ,0.01586 ,0.01231 ,0.03693 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30855-P2UDM30857)                ,P2UDM30855   ,P2UDM30857  ,0.42  ,0.019 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00507 ,0.00175 ,1.08463   ,0.02054 ,0.01322 ,0.03967 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30855-P2UDT9106LV)               ,P2UDT9106LV  ,P2UDM30855  ,0.42  ,0.019 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00514 ,0.00177 ,1.10024   ,0.02084 ,0.01341 ,0.04024 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30858-P2ULV32375)                ,P2UDM30858   ,P2ULV32375  ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00453 ,0.00084 ,0.44272   ,0.01395 ,0.01082 ,0.03247 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30858-P2UDT9107LV)               ,P2UDT9107LV  ,P2UDM30858  ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00495 ,0.00092 ,0.48333   ,0.01523 ,0.01182 ,0.03545 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30859-P2ULV32378)                ,P2UDM30859   ,P2ULV32378  ,0.42  ,0.015 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00637 ,0.00145 ,0.80940   ,0.02197 ,0.01584 ,0.04752 ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30859-P2UDT9107LV)               ,P2UDT9107LV  ,P2UDM30859  ,0.42  ,0.009 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00393 ,0.00089 ,0.49901   ,0.01354 ,0.00976 ,0.02929 ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9108LV-P2ULV35195)               ,P2UDT9108LV  ,P2ULV35195  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00545 ,0.00101 ,0.53222   ,0.01677 ,0.01301 ,0.03904 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30860-P2ULV32381)                ,P2UDM30860   ,P2ULV32381  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00529 ,0.00098 ,0.51699   ,0.01629 ,0.01264 ,0.03792 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30860-P2ULV35196)                ,P2UDM30860   ,P2ULV35196  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00572 ,0.00106 ,0.55885   ,0.01760 ,0.01366 ,0.04099 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30860-P2UDT9108LV)               ,P2UDT9108LV  ,P2UDM30860  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00535 ,0.00099 ,0.52303   ,0.01648 ,0.01279 ,0.03836 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30863-P2ULV32414)                ,P2UDM30863   ,P2ULV32414  ,0.42  ,0.004 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00117 ,0.00040 ,0.25050   ,0.00474 ,0.00305 ,0.00916 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30861-P2ULV32387)                ,P2UDM30861   ,P2ULV32387  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00244 ,0.00045 ,0.23802   ,0.00750 ,0.00582 ,0.01746 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30861-P2ULV32413)                ,P2UDM30861   ,P2ULV32413  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00267 ,0.00049 ,0.26043   ,0.00820 ,0.00637 ,0.01910 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30861-P2UDM30863)                ,P2UDM30863   ,P2UDM30861  ,0.42  ,0.020 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01058 ,0.00196 ,1.03347   ,0.03256 ,0.02527 ,0.07580 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30866-P2ULV35197)                ,P2UDM30866   ,P2ULV35197  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00247 ,0.00046 ,0.24095   ,0.00759 ,0.00589 ,0.01767 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30863-P2UDM30866)                ,P2UDM30863   ,P2UDM30866  ,0.42  ,0.020 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01058 ,0.00196 ,1.03381   ,0.03257 ,0.02528 ,0.07583 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30863-P2UDT9108LV)               ,P2UDT9108LV  ,P2UDM30863  ,0.42  ,0.020 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00533 ,0.00184 ,1.14012   ,0.02160 ,0.01390 ,0.04169 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9109LV-P2ULV32388)               ,P2UDT9109LV  ,P2ULV32388  ,0.42  ,0.005 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00199 ,0.00045 ,0.25254   ,0.00685 ,0.00494 ,0.01483 ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30868-P2ULV32389)                ,P2UDM30868   ,P2ULV32389  ,0.42  ,0.005 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00228 ,0.00052 ,0.28974   ,0.00786 ,0.00567 ,0.01701 ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30868-P2ULV32423)                ,P2UDM30868   ,P2ULV32423  ,0.42  ,0.005 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00122 ,0.00042 ,0.26148   ,0.00495 ,0.00319 ,0.00956 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30868-P2UDT9110LV)               ,P2UDT9110LV  ,P2UDM30868  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56630   ,0.01073 ,0.00690 ,0.02071 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30872-P2ULV32440)                ,P2UDM30872   ,P2ULV32440  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00294 ,0.00055 ,0.28699   ,0.00904 ,0.00702 ,0.02105 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30869-P2ULV32409)                ,P2UDM30869   ,P2ULV32409  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00302 ,0.00056 ,0.29498   ,0.00929 ,0.00721 ,0.02164 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30869-P2ULV32439)                ,P2UDM30869   ,P2ULV32439  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00345 ,0.00064 ,0.33670   ,0.01061 ,0.00823 ,0.02470 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30869-P2UDM30872)                ,P2UDM30872   ,P2UDM30869  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56677   ,0.01074 ,0.00691 ,0.02073 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30872-P2UDT9110LV)               ,P2UDT9110LV  ,P2UDM30872  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56687   ,0.01074 ,0.00691 ,0.02073 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9111LV-P2ULV32390)               ,P2UDT9111LV  ,P2ULV32390  ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00492 ,0.00091 ,0.48064   ,0.01514 ,0.01175 ,0.03525 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9111LV-P2ULV32455)               ,P2UDT9111LV  ,P2ULV32455  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00529 ,0.00098 ,0.51721   ,0.01629 ,0.01265 ,0.03794 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9112LV-P2ULV32401)               ,P2UDT9112LV  ,P2ULV32401  ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00368 ,0.00068 ,0.35960   ,0.01133 ,0.00879 ,0.02638 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9112LV-P2ULV32433)               ,P2UDT9112LV  ,P2ULV32433  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00294 ,0.00055 ,0.28728   ,0.00905 ,0.00702 ,0.02107 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30875-P2ULV32400)                ,P2UDM30875   ,P2ULV32400  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00333 ,0.00062 ,0.32528   ,0.01025 ,0.00795 ,0.02386 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30875-P2ULV32411)                ,P2UDM30875   ,P2ULV32411  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00248 ,0.00046 ,0.24239   ,0.00764 ,0.00593 ,0.01778 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30875-P2UDT9112LV)               ,P2UDT9112LV  ,P2UDM30875  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00529 ,0.00098 ,0.51669   ,0.01628 ,0.01263 ,0.03790 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30877-P2ULV32402)                ,P2UDM30877   ,P2ULV32402  ,0.42  ,0.006 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00158 ,0.00054 ,0.33837   ,0.00641 ,0.00412 ,0.01237 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30877-P2ULV32434)                ,P2UDM30877   ,P2ULV32434  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00280 ,0.00052 ,0.27386   ,0.00863 ,0.00670 ,0.02009 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30878-P2ULV32405)                ,P2UDM30878   ,P2ULV32405  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00333 ,0.00062 ,0.32571   ,0.01026 ,0.00796 ,0.02389 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30877-P2UDM30878)                ,P2UDM30877   ,P2UDM30878  ,0.42  ,0.020 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01057 ,0.00196 ,1.03294   ,0.03254 ,0.02525 ,0.07576 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30877-P2UDT9112LV)               ,P2UDT9112LV  ,P2UDM30877  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56687   ,0.01074 ,0.00691 ,0.02073 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9113LV-P2ULV32441)               ,P2UDT9113LV  ,P2ULV32441  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00273 ,0.00051 ,0.26671   ,0.00840 ,0.00652 ,0.01956 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30882-P2ULV32404)                ,P2UDM30882   ,P2ULV32404  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00321 ,0.00060 ,0.31378   ,0.00988 ,0.00767 ,0.02301 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30882-P2ULV32435)                ,P2UDM30882   ,P2ULV32435  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00265 ,0.00049 ,0.25857   ,0.00815 ,0.00632 ,0.01896 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30882-P2UDT9113LV)               ,P2UDT9113LV  ,P2UDM30882  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00529 ,0.00098 ,0.51678   ,0.01628 ,0.01263 ,0.03790 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30883-P2ULV32406)                ,P2UDM30883   ,P2ULV32406  ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00311 ,0.00058 ,0.30428   ,0.00959 ,0.00744 ,0.02232 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30884-P2ULV32408)                ,P2UDM30884   ,P2ULV32408  ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00365 ,0.00068 ,0.35627   ,0.01122 ,0.00871 ,0.02613 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30884-P2ULV32437)                ,P2UDM30884   ,P2ULV32437  ,0.42  ,0.005 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00227 ,0.00052 ,0.28873   ,0.00784 ,0.00565 ,0.01695 ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30883-P2UDM30884)                ,P2UDM30883   ,P2UDM30884  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56677   ,0.01074 ,0.00691 ,0.02073 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30883-P2UDT9113LV)               ,P2UDT9113LV  ,P2UDM30883  ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56687   ,0.01074 ,0.00691 ,0.02073 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30889-P2ULV35161)                ,P2UDM30889   ,P2ULV35161  ,0.42  ,0.005 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00411 ,0.00050 ,0.26906   ,0.01000 ,0.00619 ,0.01857 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30888-P2ULV32415)                ,P2UDM30888   ,P2ULV32415  ,0.42  ,0.006 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00472 ,0.00057 ,0.30952   ,0.01151 ,0.00712 ,0.02136 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30888-P2UDM30889)                ,P2UDM30889   ,P2UDM30888  ,0.42  ,0.020 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01702 ,0.00207 ,1.11470   ,0.04144 ,0.02564 ,0.07693 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30889-P2UDT9114LV)               ,P2UDT9114LV  ,P2UDM30889  ,0.42  ,0.008 ,1P_OH_CU_2/0_Doric_0_416_0             ,0.00220 ,0.00077 ,0.49235   ,0.00716 ,0.00382 ,0.01145 ,300 ,1 ,A   ,A_LV   ,1_LV_100     ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDT9115LV-P2ULV32419)               ,P2UDT9115LV  ,P2ULV32419  ,0.42  ,0.006 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00527 ,0.00064 ,0.34555   ,0.01285 ,0.00795 ,0.02385 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30890-P2ULV32416)                ,P2UDM30890   ,P2ULV32416  ,0.42  ,0.004 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00311 ,0.00038 ,0.20378   ,0.00757 ,0.00469 ,0.01406 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30890-P2UDT9115LV)               ,P2UDT9115LV  ,P2UDM30890  ,0.42  ,0.014 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01129 ,0.00137 ,0.73961   ,0.02749 ,0.01701 ,0.05104 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30891-P2ULV32417)                ,P2UDM30891   ,P2ULV32417  ,0.42  ,0.003 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00286 ,0.00035 ,0.18747   ,0.00697 ,0.00431 ,0.01294 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30891-P2UDT9115LV)               ,P2UDT9115LV  ,P2UDM30891  ,0.42  ,0.013 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01041 ,0.00127 ,0.68211   ,0.02536 ,0.01569 ,0.04708 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30893-P2ULV32421)                ,P2UDM30893   ,P2ULV32421  ,0.42  ,0.004 ,1P_OH_CU_2/0_Doric_0_416_0             ,0.00107 ,0.00038 ,0.23840   ,0.00347 ,0.00185 ,0.00554 ,300 ,1 ,A   ,A_LV   ,1_LV_100     ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30893-P2UDT9116LV)               ,P2UDT9116LV  ,P2UDM30893  ,0.42  ,0.015 ,1P_OH_CU_2/0_Doric_0_416_0             ,0.00384 ,0.00135 ,0.85899   ,0.01250 ,0.00666 ,0.01998 ,300 ,1 ,A   ,A_LV   ,1_LV_100     ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30894-P2ULV32430)                ,P2UDM30894   ,P2ULV32430  ,0.42  ,0.004 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00312 ,0.00038 ,0.20471   ,0.00761 ,0.00471 ,0.01413 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30894-P2UDT9116LV)               ,P2UDT9116LV  ,P2UDM30894  ,0.42  ,0.012 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00961 ,0.00117 ,0.62924   ,0.02339 ,0.01448 ,0.04343 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30895-P2ULV32424)                ,P2UDM30895   ,P2ULV32424  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00522 ,0.00097 ,0.51046   ,0.01608 ,0.01248 ,0.03744 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30895-P2ULV32459)                ,P2UDM30895   ,P2ULV32459  ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00566 ,0.00105 ,0.55313   ,0.01742 ,0.01352 ,0.04057 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30895-P2UDT9117LV)               ,P2UDT9117LV  ,P2UDM30895  ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00489 ,0.00091 ,0.47805   ,0.01506 ,0.01169 ,0.03506 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM30898-P2ULV32461)                ,P2UDM30898   ,P2ULV32461  ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00252 ,0.00087 ,0.53957   ,0.01022 ,0.00658 ,0.01973 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
